INCONVENIENT,336,6256,JJ
DIFFERENT,33094,2445,JJ
OCCASIONAL,497,1970,JJ
BIOGRAPHICAL,30,3140,JJ
IMMEDIATE,1628,6190,JJ
LITTLE,187619,1467,JJ
SPACIOUS,175,9524,JJ
ENORMOUS,2098,8506,JJ
DIVERSE,186,1444,JJ
INTELLECTUAL,966,9917,JJ
COMPETENT,366,8255,JJ
FAIR,13552,9587,JJ
PROFOUND,779,1738,JJ
OWN,73377,8275,JJ
MANIFEST,353,2688,JJ
PURE,5155,1184,JJ
STRONGER,3816,9481,JJR
HIGHER,5026,8184,JJR
WORTHY,2283,8696,JJ
GOOD,398555,0441,JJ
RELATIVE,1528,9928,JJ
IMPORTANT,33415,6035,JJ
MERE,1567,3261,JJ
TRIVIAL,455,2186,JJ
DISPROPORTIONATE,34,3386,JJ
COMPARATIVE,81,3261,JJ
GENUINE,1429,9764,JJ
WISE,5038,4335,JJ
MELANCHOLY,572,1821,JJ
INFREQUENT,11,7785,JJ
BROAD,2073,5200,JJ
PARTICULAR,4442,1605,JJ
INDIVIDUAL,2108,7027,JJ
DISTASTEFUL,118,9215,JJ
EQUAL,2413,6609,JJ
SOLICITOUS,24,0931,JJ
FRENCH,14673,7027,JJ
ASHAMED,5804,8271,JJ
NECESSARY,8233,4391,JJ
UNLIKELY,959,0530,JJ
MORAL,2305,4496,JJ
CERTAIN,13296,8332,JJ
AVAILABLE,3704,1503,JJ
SIMPLE,14276,2053,JJ
BEST,60881,9451,JJS
SINGLE,12111,3758,JJ
CONSECUTIVE,234,6465,JJ
NEW,105509,3478,JJ
PRIOR,1050,9240,JJ
PERPETUAL,295,0183,JJ
INTERESTING,12729,9014,JJ
CURRENT,2751,5719,JJ
BASIC,2325,3500,JJ
PHYSICAL,3632,1102,JJ
SMALLEST,659,0033,JJS
CIRCUMPOLAR,3,3915,JJ
FORMER,3253,7940,JJ
EDUCATIONAL,446,9477,JJ
SIMILAR,2789,9839,JJ
OUTDOOR,287,1439,JJ
SUSTAINABLE,113,7744,JJ
JUNIOR,4151,8961,JJ
PRIMARY,1189,2525,JJ
MANAGED,3737,4664,JJ
ORGANIC,847,3363,JJ
SOLAR,1852,7314,JJ
BOREAL,6,8491,JJ
EXTERNAL,450,8582,JJ
STERLING,361,9509,JJ
MIDDLE,13465,1618,JJ
SEVERAL,6738,7449,JJ
FEW,46092,2608,JJ
GIFTED,696,8224,JJ
MAJOR,13251,9904,JJ
LATE,42483,4234,JJ
HARD,48627,3357,JJ
MOST,57387,9630,JJS
EXTRACURRICULAR,95,5703,JJ
ABLE,25915,0847,JJ
SOCIAL,5141,8247,JJ
INDUSTRIAL,987,7107,JJ
NEARBY,2190,6645,JJ
DUE,7115,2000,JJ
CLOSE,35053,8974,JJ
UNUSUAL,3565,9134,JJ
CORPORATE,1234,7165,JJ
TOP,20581,0632,JJ
NUMEROUS,638,0885,JJ
LARGE,7502,1761,JJ
LARGEST,1587,2987,JJS
ROYAL,4825,0132,JJ
DISTINCTIVE,244,2422,JJ
RURAL,264,4930,JJ
LOCAL,6239,3635,JJ
WESTERN,2649,7709,JJ
ANNUAL,968,6540,JJ
ELECTRONIC,1324,0569,JJ
LEE,7039,0,JJ
LOWER,4987,4650,JJR
RICHEST,777,9933,JJS
GUILTY,8326,7572,JJ
GLOBAL,1863,9563,JJ
RELATED,2322,0281,JJ
LIGHTWEIGHT,146,6082,JJ
COMPOSITE,139,5897,JJ
COMMERCIAL,1947,5601,JJ
AEROSPACE,58,9089,JJ
NATURAL,6924,6987,JJ
FASTEST,930,3076,JJS
BIGGEST,6381,1351,JJS
POSTAL,320,8557,JJ
EASTERN,1570,8437,JJ
OPERATIONAL,514,1872,JJ
NOMINAL,102,9795,JJ
FINANCIAL,2354,3402,JJ
WIDE,4374,1745,JJ
DIGITAL,729,9817,JJ
VIOLENT,2971,9961,JJ
GRASSY,94,6323,JJ
REGULAR,4450,1739,JJ
OPEN,53564,8735,JJ
DAILY,2910,4323,JJ
THOROUGHBRED,105,8413,JJ
PAST,19904,2161,JJ
CENTENNIAL,90,7288,JJ
RECENT,1986,0715,JJ
TRADITIONAL,1315,7140,JJ
MATURE,1127,3912,JJ
AFFLUENT,60,9783,JJ
UPPER,2047,0144,JJ
SERBIAN,346,9191,JJ
ETHNIC,273,8261,JJ
DIFFICULT,12171,3495,JJ
SOLO,1335,0107,JJ
OFFICIAL,4188,8494,JJ
ALTERNATIVE,1409,6085,JJ
TEENAGE,737,0281,JJ
LATTER,289,9838,JJ
VARIOUS,1715,6469,JJ
COMPULSORY,182,8837,JJ
STRONG,16960,1267,JJ
SCHOLARLY,62,7649,JJ
INFORMAL,256,7553,JJ
INDEPENDENT,1576,1482,JJ
NEGATIVE,3231,7709,JJ
MULTIPLE,1117,8237,JJ
INTENDED,1646,3261,JJ
AUTHENTIC,693,8452,JJ
HOLISTIC,49,0215,JJ
AMBIGUOUS,159,1778,JJ
PEDAGOGICAL,19,0573,JJ
OLD,109507,6842,JJ
SECONDARY,566,5566,JJ
PROGRESSIVE,347,5584,JJ
EMOTIONAL,2511,0226,JJ
PSYCHOLOGICAL,1035,5321,JJ
SPIRITUAL,1609,7737,JJ
MORE,208166,1583,JJR
LIBERTARIAN,35,5031,JJ
CONVENTIONAL,463,6782,JJ
REVOLUTIONARY,1358,1062,JJ
MAINSTREAM,274,0989,JJ
VARIED,166,5080,JJ
RADICAL,868,0580,JJ
ELEMENTARY,699,8569,JJ
TERTIARY,24,2296,JJ
PUBLIC,11732,8905,JJ
PRIVATE,11084,2164,JJ
REMEDIAL,46,0565,JJ
FLEXIBLE,381,8798,JJ
PLENTIFUL,134,0625,JJ
EXPERIENTIAL,2,8890,JJ
INTERNATIONAL,3455,1092,JJ
INCREASING,713,0139,JJ
TRUE,47189,2619,JJ
PARTIAL,516,5496,JJ
RELIGIOUS,2733,8276,JJ
CORRECTIONAL,150,8705,JJ
ENTIRE,11827,2096,JJ
LARGER,1419,1362,JJR
TRANSGENDER,16,3398,JJR
AVERAGE,2468,1748,JJ
PSYCHIC,1148,6080,JJ
ESOTERIC,75,7168,JJ
SUPPORTIVE,364,3492,JJ
WEEKLY,610,9905,JJ
UNAFFILIATED,10,7931,JJ
DOCTRINAL,6,3336,JJ
THEOLOGICAL,58,6905,JJ
INTERACTIVE,73,1472,JJ
ESSENTIAL,1316,2571,JJ
YEARLY,109,8731,JJ
EKLAVYA,47,5631,JJ
PREMIER,358,8441,JJ
WORLDWIDE,644,7931,JJ
LOW,9605,6962,JJ
UNIQUE,2543,2098,JJ
SENIOR,2928,2382,JJ
EXCELLENT,8003,5751,JJ
NATIONAL,6898,1961,JJ
SEVERE,1411,7817,JJ
DIPLOMATIC,665,8481,JJ
FELLOW,9037,9212,JJ
SOMALI,28,2957,JJ
ADMINISTRATIVE,292,9259,JJ
SOUTHERN,2061,1662,JJ
EARLIER,6828,3627,JJR
CONVERTIBLE,406,6287,JJ
DRIVING,9884,7741,JJ
DEAD,74346,9420,JJ
CRITICAL,1610,6616,JJ
POSITIVE,4004,6512,JJ
TECHNICAL,1400,8242,JJ
CREEPY,1432,7344,JJ
MYSTERIOUS,2751,6807,JJ
BARANGAY,1,0277,JJ
OLDEST,1513,0122,JJS
THICK,2729,3358,JJ
ABUNDANT,208,0425,JJ
WILD,9135,3319,JJ
SHORTEST,243,3359,JJS
WET,6367,9130,JJ
NEXT,66157,1842,JJ
FLORAL,105,7589,JJ
LEAFY,48,0269,JJ
BIG,92052,1917,JJ
STEEPEST,14,1319,JJS
LESS,17724,1014,JJR
UNPOPULAR,175,5800,JJ
VERTICAL,347,1337,JJ
ADVANCED,1567,4939,JJ
EXPERT,3378,8874,JJ
TRIPLE,1401,0295,JJ
DOUBLE,11133,2210,JJ
MAIN,7728,1086,JJ
TEMPORARY,1724,6404,JJ
INCOMING,725,9197,JJ
EASIER,5636,0156,JJR
INCREDIBLE,6170,9453,JJ
BLACK,28494,1873,JJ
FAVORITE,7132,6031,JJ
INTERMEDIATE,70,6832,JJ
NICE,92013,0375,JJ
NOTABLE,91,4562,JJ
FABULOUS,2363,8238,JJ
UNCROWDED,4,1828,JJ
FRIENDLY,4036,8846,JJ
WORTH,17047,4032,JJ
EASIEST,567,2832,JJS
GREEN,11562,5365,JJ
STEEP,502,0476,JJ
FLAT,6070,7127,JJ
EXPANSIVE,44,1169,JJ
DECENT,4556,8885,JJ
BEAUTIFUL,48839,6791,JJ
BLUE,15897,0697,JJ
LONGEST,768,8028,JJS
OKAY,237479,7692,JJ
ICY,567,9701,JJ
BETTER,117672,8048,JJR
ENJOYABLE,244,9853,JJ
GERMAN,10610,9131,JJ
GREATER,3043,7538,JJR
GERMANIC,64,9949,JJ
VITAL,1480,7057,JJ
CULTURAL,1048,6322,JJ
PROFESSIONAL,4525,9014,JJ
FOSTER,1635,7367,JJ
TOTAL,5717,4315,JJ
RACIAL,369,9902,JJ
HISPANIC,118,9291,JJ
MARRIED,36128,2236,JJ
FEMALE,5693,3237,JJ
OLDER,6463,0015,JJR
MEDIAN,42,8662,JJ
PRIME,3770,8200,JJ
ANALYTIC,19,8227,JJ
CONTINUOUS,416,8121,JJ
LOGARITHMIC,5,3222,JJ
POSSIBLE,20059,2336,JJ
CHINESE,7519,9563,JJ
SERIOUS,22719,2332,JJ
DEFENSIVE,685,0299,JJ
MINIATURE,395,3774,JJ
LIQUID,1336,0650,JJ
RESPECTIVE,138,8210,JJ
NOTED,660,7347,JJ
SUCCESSFUL,3145,0765,JJ
QUARTERLY,84,3051,JJ
NET,2695,9565,JJ
MUCH,156901,8429,JJ
SPANISH,6003,7500,JJ
AUTONOMOUS,106,8013,JJ
NOBLE,3447,1625,JJ
COMPACT,270,5221,JJ
EFFICIENT,856,4632,JJ
DIRECT,3741,8829,JJ
NEAREST,1340,5741,JJS
ATTRACTIVE,3016,1029,JJ
CARDINAL,903,9949,JJ
TYPICAL,2001,0273,JJ
PARBOILED,9,9436,JJ
BARE,1709,2066,JJ
FASCIST,973,5625,JJ
PARAMILITARY,73,0301,JJ
MAIDEN,1081,1249,JJ
WEALTHIEST,96,3151,JJS
ARISTOCRATIC,137,5106,JJ
MARGINAL,74,0951,JJ
LIVE,64221,2975,JJ
NOMADIC,88,9971,JJ
HIGHEST,2322,9181,JJS
LOWEST,649,1985,JJS
PRESENT,15334,2671,JJ
SURE,147708,1604,JJ
ULTIMATE,1520,8559,JJ
VALUABLE,2396,2832,JJ
ELDER,1480,3684,JJR
FRESH,8624,0960,JJ
SEVENTH,1452,2365,JJ
LIABLE,804,1293,JJ
SUBJECT,5647,3398,JJ
VULGAR,909,8584,JJ
ONLINE,1199,1919,JJ
CATCHY,200,0454,JJ
ENDLESS,1354,6133,JJ
INSIDE,34947,0486,JJ
INSTRUMENTAL,2325,7906,JJ
WHITE,27600,4568,JJ
PRECIOUS,4295,9507,JJ
STRICTEST,91,8209,JJS
STRICT,1343,8852,JJ
VARIETAL,5,0441,JJ
NORMAL,11778,8992,JJ
EVERYDAY,2553,6453,JJ
COMEDIC,24,0677,JJ
MAYORAL,24,9541,JJ
LIFELONG,257,1162,JJ
TOUGH,12255,6527,JJ
CERTIFIED,382,1160,JJ
PURPOSEFUL,31,0122,JJ
FURTHER,9131,7877,JJR
ALIVE,26218,0925,JJ
CONSTANT,1607,9564,JJ
OUTSIDE,26603,6742,JJ
SILENT,4209,1628,JJ
MAXIMUM,1301,6092,JJ
FAITHFUL,1993,0766,JJ
FRAUDULENT,106,5341,JJ
MOUNTAINOUS,54,0988,JJ
CHERRY,1934,7214,JJ
THIRD,12426,6260,JJ
DENSEST,9,6735,JJS
URBAN,693,0975,JJ
AERIAL,407,9050,JJ
COMUNE,4,8684,JJ
DEMOGRAPHIC,99,6555,JJ
GRAY,2936,6323,JJ
LEFT,81445,9178,JJ
PRINCIPAL,2487,3874,JJ
FAMOUS,8396,0749,JJ
NOUS,193,0111,JJ
UNOCCUPIED,65,1262,JJ
UNOFFICIAL,160,9257,JJ
PATRIOTIC,485,8191,JJ
LE,3091,1014,JJ
PASSE,68,9230,JJ
LES,1492,4202,JJ
DE,13452,9855,JJ
NATAL,46,8584,JJ
PARLE,41,6275,JJ
TOILE,4,4710,JJ
UN,2610,0897,JJ
GUERRE,89,8352,JJ
NOUVEAU,73,0526,JJ
PRESTIGIOUS,209,0205,JJ
LIGHT,29147,2374,JJ
INFAMOUS,418,0060,JJ
VIDEO,5468,7196,JJ
ALIEN,2791,5778,JJ
POOR,27592,9756,JJ
CLASSIC,1934,5928,JJ
MEAN,160204,9299,JJ
CONTINENTAL,418,0361,JJ
COMMON,7205,8589,JJ
SQUARE,5451,5924,JJ
CIRCULAR,256,9958,JJ
CONVEX,21,6031,JJ
CONCAVE,11,4910,JJ
PROMINENT,429,6104,JJ
MONUMENTAL,174,7926,JJ
CLEAREST,61,0989,JJS
ARCHITECTURAL,151,5509,JJ
PROFUSE,8,8027,JJ
STRUCTURAL,199,6740,JJ
SIMPLEST,283,1910,JJS
DEFINITE,913,2292,JJ
DELICATE,1895,2874,JJ
FLATTER,617,1479,JJR
ARCHAIC,99,0055,JJ
REALISTIC,743,9192,JJ
PROPER,4689,8106,JJ
IV,473,8488,JJ
PRACTICAL,1724,3190,JJ
CANONICAL,10,1874,JJ
STURDY,322,7825,JJ
PRIMITIVE,911,0787,JJ
MILITARY,8106,3075,JJ
FEWER,555,8897,JJR
FREER,82,0,JJR
INVENTIVE,125,4404,JJ
COARSER,6,3116,JJR
NORTHWESTERN,126,8486,JJ
CENTRAL,4195,4480,JJ
LUXURIOUS,257,2113,JJ
BYZANTINE,142,5709,JJ
FAVOURITE,2276,8708,JJ
ROUGH,5061,4704,JJ
FINEST,2276,0710,JJS
WIDER,443,3097,JJR
GEOMETRICAL,37,3100,JJ
INFINITE,913,1673,JJ
GREATEST,7343,1056,JJ
PLANAR,3,6953,JJ
AWKWARD,1637,7171,JJ
ANTIQUE,857,0507,JJ
ACCEPTABLE,769,9732,JJ
UNDERGROUND,2444,4024,JJ
DARK,16030,1437,JJ
UNBEATEN,25,7135,JJ
MEMORABLE,343,2214,JJ
FOURTH,4193,0715,JJ
EXTRA,7582,2089,JJ
FAULTY,220,1367,JJ
ORANGE,2854,8261,JJ
AMERICAN,16577,6449,JJ
REGIONAL,487,0012,JJ
BROWN,6742,0075,JJ
DEAF,3109,9151,JJ
LOVING,4251,2450,JJ
MOTLEY,71,8351,JJ
REAL,62802,0163,JJ
RED,24860,8115,JJ
DEFUNCT,47,3666,JJ
SIXTH,1783,7612,JJ
TALL,4865,2923,JJ
UPRIGHT,508,8610,JJ
CHROMATIC,24,2140,JJ
MATT,4356,1846,JJ
BOLIVIAN,128,8538,JJ
SKALDIC,2,0714,JJ
ACTING,7338,2263,JJ
CAPABLE,3451,0181,JJ
OPPOSITE,2974,3841,JJ
NAIVE,1350,2837,JJ
SOPHISTICATED,965,8115,JJ
INITIAL,877,4216,JJ
SWEET,21478,1379,JJ
DEVILISH,186,3933,JJ
DISTINGUISHED,981,9044,JJ
FORGETFUL,165,6125,JJ
FINAL,8096,4520,JJ
THEATRICAL,425,1822,JJ
POWERFUL,6104,6728,JJ
CONSIDERABLE,676,7809,JJ
BRIGHTEST,381,5333,JJS
MEDICAL,6000,4334,JJ
DEMANDING,851,9835,JJ
TERRE,71,0,JJ
ROI,53,7721,JJ
UNE,191,1923,JJ
FICTIONAL,178,4556,JJ
FIFTH,3028,5342,JJ
BIOLOGICAL,789,9744,JJ
TECHNOLOGICAL,188,9854,JJ
OFFLINE,92,1260,JJ
FRANK,16716,3536,JJ
UNKNOWN,3149,2152,JJ
COM,3572,3037,JJ
DOMINANT,334,0116,JJ
PLEASED,5996,4008,JJ
WORSE,15262,0718,JJR
WICKED,2451,0803,JJ
PREGNANT,7578,0564,JJ
POTENTIAL,2211,7083,JJ
STILLBORN,63,1269,JJ
UNAWARE,577,5314,JJ
ACUTE,372,7372,JJ
ADOPTIVE,94,3537,JJ
PASSIONATE,1048,6614,JJ
WONDERFUL,22598,5282,JJ
TRAGIC,1880,0218,JJ
DISTRAUGHT,194,1915,JJ
ILL,7680,0,JJ
DECEASED,1140,7604,JJ
INNOVATIVE,150,7534,JJ
OVERSEAS,760,7281,JJ
EXISTING,477,8717,JJ
YOUNGER,4546,5882,JJR
SOLE,1146,1572,JJ
VAST,1708,3073,JJ
LESSER,370,9268,JJR
SUBTLE,948,8450,JJ
UNRELATED,144,3511,JJ
CYLINDRICAL,18,1092,JJ
THIN,3360,0918,JJ
HEAVY,8880,1921,JJ
THINNER,388,2125,JJR
STAINLESS,114,3044,JJ
HOLLOW,851,8275,JJ
COLD,24733,9478,JJ
WARM,9459,4253,JJ
STEREOTYPICAL,21,8420,JJ
ANGRY,11183,2174,JJ
CRANIAL,101,1169,JJ
WOODEN,1280,1317,JJ
ELDERLY,626,9182,JJ
YOUTHFUL,262,3114,JJ
UNMATCHED,42,8414,JJ
BARBED,316,2800,JJ
UNSPECIFIED,35,3562,JJ
POSTHUMOUS,57,8460,JJ
UNYIELDING,46,2343,JJ
TALENTED,1846,3411,JJ
TALLER,806,0874,JJR
STRATEGIC,460,8871,JJ
READY,57123,1018,JJ
STRAIGHT,19540,0985,JJ
FEROCIOUS,309,5545,JJ
FRANTIC,294,8446,JJ
FICTITIOUS,110,6290,JJ
INCAPABLE,609,1452,JJ
FORWARD,11853,0167,JJ
INJURED,2226,8437,JJ
WEAK,6115,0927,JJ
PLAYABLE,3,8339,JJ
HONOURABLE,578,0118,JJ
EAGER,1181,5692,JJ
ELABORATE,577,9940,JJ
CINEMATIC,119,7558,JJ
GREY,1975,6712,JJ
SWIFT,645,5724,JJ
OBSTETRICAL,8,4904,JJ
CANDID,217,2692,JJ
CARELESS,835,3492,JJ
CRUSTY,132,7897,JJ
NEUTRAL,718,6728,JJ
BOLD,1413,9337,JJ
UNCHANGED,167,1294,JJ
RAMPANT,148,9961,JJ
INTRAMURAL,12,7174,JJ
EIGHTH,952,0874,JJ
INELIGIBLE,33,0643,JJ
ONGOING,342,4853,JJ
IDEALISTIC,124,2772,JJ
VAGUE,667,2559,JJ
UNIVERSAL,1080,5374,JJ
IMMINENT,437,0496,JJ
FRONT,27862,6266,JJ
LATVIAN,48,0426,JJ
LEGITIMATE,994,7777,JJ
RUSSIAN,6575,5082,JJ
DOUBTFUL,241,4877,JJ
UKRAINIAN,196,2169,JJ
EXACT,3125,8975,JJ
ARABLE,29,8598,JJ
RARE,3599,4992,JJ
SCARCE,394,9535,JJ
DUTCH,1950,2149,JJ
SKILLFUL,174,2907,JJ
COMPUTATIONAL,3,8657,JJ
NEURAL,221,0021,JJ
RECURRENT,33,6072,JJ
LINEAR,118,9329,JJ
NONLINEAR,17,5517,JJ
ENOUGH,81587,8107,JJ
MATHEMATICAL,342,8930,JJ
ARTIFICIAL,899,6865,JJ
INEFFICIENT,81,3309,JJ
GENERIC,105,5428,JJ
CORTICAL,47,7714,JJ
PG,79,1267,JJ
INTEGRATED,188,7745,JJ
ADDITIONAL,803,8875,JJ
UBIQUITOUS,49,4716,JJ
CONCEIVABLE,137,9874,JJ
SUBLIME,420,4716,JJ
DEPENDENT,492,3913,JJ
DANGEROUS,13667,6024,JJ
INFLUENTIAL,370,1629,JJ
SYNTH,83,3499,JJ
DISTINCT,417,6870,JJ
RIVAL,780,9508,JJ
ELECTRIC,2432,0435,JJ
HISTORIC,654,0229,JJ
OCTAGONAL,14,8947,JJ
MUNICIPAL,332,0970,JJ
UPCOMING,237,0441,JJ
RESPONSIBLE,6835,0785,JJ
UNCLEAR,303,6248,JJ
DELICIOUS,3919,6421,JJ
FAT,11439,4615,JJ
VIGOROUS,144,1254,JJ
TEPID,39,7206,JJ
MIXED,3496,4766,JJ
SOFT,6222,8755,JJ
ELASTIC,184,8153,JJ
CLEAN,18019,9947,JJ
DRY,6963,8048,JJ
STICKY,798,9072,JJ
SOUR,1069,0890,JJ
SHALLOW,753,5184,JJ
HARDBOILED,9,0876,JJ
UNLIMITED,391,0654,JJ
UNCLAIMED,52,9122,JJ
PELMENI,2,8994,JJ
GROUNDBREAKING,81,8901,JJ
UNCONVENTIONAL,153,7391,JJ
RHYTHMIC,289,2293,JJ
IDIOSYNCRATIC,29,7488,JJ
MUTE,847,1028,JJ
DELTA,1102,9572,JJ
SIMPLISTIC,78,2265,JJ
ECONOMIC,1336,1659,JJ
WIDESPREAD,195,3842,JJ
LIMITED,1551,9070,JJ
ASSORTED,130,8150,JJ
FREQUENT,439,8318,JJ
CRUDE,593,4725,JJ
TRANSVERSE,20,8339,JJ
DEFINITIVE,200,4481,JJ
CONTROVERSIAL,398,9128,JJ
UNSUPPORTABLE,7,3856,JJ
TROPICAL,644,9426,JJ
EQUATORIAL,58,1379,JJ
DUSTY,861,3523,JJ
BRIEF,2092,6076,JJ
ELEVENTH,141,7517,JJ
COASTAL,238,2322,JJ
DOCTORAL,46,5657,JJ
FORENSIC,447,0782,JJ
POSTDOCTORAL,2,5660,JJ
DOMESTIC,1044,0341,JJ
JOINT,3601,6397,JJ
LONGTIME,93,3571,JJ
GENETIC,1013,6780,JJ
MOLECULAR,333,1331,JJ
RENOWNED,395,3279,JJ
HOLY,12613,7782,JJ
OUTSTANDING,981,6504,JJ
UNHAPPY,3137,4319,JJ
HUGE,8016,8716,JJ
QUICKER,1165,5422,JJR
LIGHTER,1769,4850,JJR
BALLETIC,9,9087,JJ
GRANDER,60,3091,JJR
BAD,78778,0461,JJ
FUNNY,28834,2941,JJ
MILITANT,221,3177,JJ
SUBURBAN,312,7850,JJ
CONCERNED,5605,8641,JJ
EFFECTIVE,1645,7163,JJ
SPONTANEOUS,483,4181,JJ
PARLIAMENTARY,124,0266,JJ
LONE,747,0875,JJ
LOATH,30,5985,JJ
DEROGATORY,56,0946,JJ
SYNONYMOUS,83,8054,JJ
OVERT,54,9296,JJ
IRRESPONSIBLE,789,7406,JJ
GRAND,9826,0650,JJ
MARITIME,127,7087,JJ
FATEFUL,167,0554,JJ
FOREMOST,334,0141,JJ
SPIRITED,312,8144,JJ
VIVID,378,3756,JJ
UNSPEAKABLE,239,9803,JJ
UNFLINCHING,21,0852,JJ
DESPERATE,3606,9373,JJ
MIGHTY,4095,9817,JJ
UNABLE,2030,1821,JJ
INDIGNANT,76,5489,JJ
SUPERNATURAL,636,8165,JJ
MAGICAL,1435,2584,JJ
FLEETING,277,1643,JJ
AWARE,5249,8641,JJ
BELOVED,3924,9901,JJ
PROHIBITIVE,14,2652,JJ
FONDEST,55,9752,JJS
MENTAL,2970,8862,JJ
INDIRECT,98,8263,JJ
INAUGURAL,70,3160,JJ
DEEPEST,830,3566,JJS
HANDSOME,6151,4896,JJ
SAD,12205,8307,JJ
HAPPY,55861,5846,JJ
DRUNK,13349,7767,JJ
SOBER,1564,4061,JJ
SICK,25893,0157,JJ
MUSICAL,1928,6867,JJ
OVERACTIVE,50,0754,JJ
LIKELY,3688,9663,JJ
UNSEEN,358,1595,JJ
PROVERBIAL,101,5831,JJ
ODD,4829,0,JJ
STARK,1009,7434,JJ
REGISTERED,1396,9751,JJ
UPSTATE,258,0545,JJ
FUTURE,16983,9671,JJ
UNFORTUNATE,1935,8450,JJ
ENTERTAINING,751,0987,JJ
ABOVE,9138,4233,JJ
SIGNIFICANT,1040,3170,JJ
INDOOR,188,7761,JJ
OVERALL,467,2431,JJ
ARTISTIC,959,9819,JJ
ANDEAN,20,6843,JJ
INDISTINGUISHABLE,44,3119,JJ
METRIC,69,2455,JJ
GRAVITATIONAL,277,0875,JJ
NEGLIGIBLE,64,3228,JJ
ISOLATED,1052,7178,JJ
MASSIVE,1908,3826,JJ
INTUITIVE,146,0766,JJ
ASYMPTOTIC,1,8833,JJ
ANALOGOUS,18,1749,JJ
SUITABLE,1088,9205,JJ
EXTERIOR,329,0330,JJ
ASTROPHYSICAL,10,0834,JJ
FAMILIAR,4395,9374,JJ
HOMOGENEOUS,9,7094,JJ
SIMPLER,631,8403,JJR
SYMMETRIC,12,6532,JJ
STATIONARY,147,7811,JJ
DIFFERENTIAL,80,6823,JJ
EXPLICIT,198,7815,JJ
COORDINATE,295,1118,JJ
UNOBSERVABLE,1,6228,JJ
NEBULOUS,19,8647,JJ
SENSIBLE,1385,3771,JJ
ELECTROMAGNETIC,344,4049,JJ
ALGEBRAIC,12,2575,JJ
TRICKY,1175,9405,JJ
USEFUL,3067,1290,JJ
ALLIED,608,9035,JJ
ANGULAR,44,7378,JJ
CONVENIENT,1281,6684,JJ
OBVIOUS,4468,7789,JJ
THEORETICAL,271,1603,JJ
STATIC,1138,8330,JJ
STELLAR,157,0098,JJ
FLUID,805,9271,JJ
SPHERICAL,35,2659,JJ
NASTY,3857,5285,JJ
HYPOTHETICAL,209,7315,JJ
ACCURATE,1070,1744,JJ
FUNDAMENTAL,695,2821,JJ
HARDER,5038,1239,JJR
RESTRICTIVE,36,6202,JJ
CORRECT,6840,3670,JJ
HEFTY,152,3913,JJ
FRUITFUL,161,3340,JJ
TROUBLESOME,333,6586,JJ
FINITE,120,2473,JJ
